"id","ruleYear","stateFIPS","stateName","stateAbbrev","countyortownName","famsize","numadults","numkids","agePerson1","agePerson2","agePerson3","agePerson4","agePerson5","agePerson6","agePerson7","agePerson8","agePerson9","agePerson10","agePerson11","agePerson12","empl_healthcare","income","assets.cash","exp.childcare","exp.food","exp.rentormortgage","exp.healthcare","exp.utilities","exp.misc","exp.transportation","netexp.childcare","netexp.food","netexp.rentormortgage","netexp.healthcare","netexp.utilities","value.snap","value.schoolmeals","value.section8","value.liheap","value.medicaid.adult","value.medicaid.child","value.aca","value.employerhealthcare","value.CCDF","value.HeadStart","value.PreK","value.cdctc.fed","value.cdctc.state","value.ctc.fed","value.ctc.state","value.eitc.fed","value.eitc.state","value.eitc","value.ctc","value.cdctc","value.ssdi","value.ssi","value.tanf","value.wic","AfterTaxIncome","NetResources","tax.income.fed","tax.income.state"
19,2024,49,"Utah","UT","Salt Lake County",1,1,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16634,0,0,3574,12663,5624,2133,2668,4994,0,942,12663,503,2133,2632,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15158,-9797,203,0
20,2024,49,"Utah","UT","Salt Lake County",2,1,1,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15726,0,11016,6984.48,14360,9154,3328,4809,6498,11016,132,14360,1306,3328,6420,0,0,0,5121,2727,0,0,0,0,0,0,0,1600,0,4213,0,4213,1600,0,0,0,0,432.48,14523,-22165,0,0
21,2024,49,"Utah","UT","Salt Lake County",1,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22834,0,0,3574,12663,6434,2133,2668,4994,0,3574,12663,573,2133,0,0,0,0,0,0,5861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19202,-8455,823,1062
22,2024,49,"Utah","UT","Salt Lake County",1,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19934,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16949,-10638,533,927
23,2024,49,"Utah","UT","Salt Lake County",1,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18022,0,0,3574,12663,5624,2133,2668,4994,0,1275,12663,503,2133,2299,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15463,-9825,342,838
24,2024,49,"Utah","UT","Salt Lake County",2,1,1,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24065,0,11016,6984.48,14360,9154,3328,4809,6498,11016,132,14360,1306,3328,6420,0,0,0,5121,2727,0,0,0,0,0,216,0,1816,1000,3998,800,4798,2816,216,0,0,0,432.48,20979,-13692,216,1029
25,2024,49,"Utah","UT","Salt Lake County",1,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21111,0,0,3574,12663,6434,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,0,0,5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17863,-9724,651,982
26,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17454,0,0,3574,12663,5624,2133,2668,4994,0,1139,12663,503,2133,2435,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,87,17,104,0,0,0,0,0,0,15022,-10026,285,812
27,2024,49,"Utah","UT","Salt Lake County",1,1,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13938,0,0,3574,12663,5624,2133,2668,4994,0,295,12663,503,2133,3279,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,356,0,356,0,0,0,0,0,0,12872,-11080,0,0
28,2024,49,"Utah","UT","Salt Lake County",1,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24722,0,0,3574,12663,5346,2133,2668,4994,0,3574,12663,706,2133,0,0,0,0,0,0,4640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20669,-7121,1012,1150
29,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12432,0,0,3574,12663,5624,2133,2668,4994,0,82,12663,503,2133,3492,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11481,-12614,0,0
30,2024,49,"Utah","UT","Salt Lake County",1,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15581,0,0,3574,12663,5624,2133,2668,4994,0,689,12663,503,2133,2885,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14291,-10411,98,0
31,2024,49,"Utah","UT","Salt Lake County",2,1,1,25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24913,0,9302,6984.48,14360,9154,3328,4638,6498,9302,189,14360,1306,3328,6363,0,0,0,5121,2727,0,0,0,0,0,301,0,1901,1000,3863,773,4636,2901,301,0,0,0,432.48,21638,-11197,301,1068
32,2024,49,"Utah","UT","Salt Lake County",2,1,1,21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25195,0,9302,6984.48,14360,9154,3328,4638,6498,9302,256,14360,1306,3328,6296,0,0,0,5121,2727,0,0,0,0,0,330,0,1930,1000,3817,763,4580,2930,330,0,0,0,432.48,21857,-11043,330,1081
33,2024,49,"Utah","UT","Salt Lake County",1,1,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19347,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16492,-11095,475,900
34,2024,49,"Utah","UT","Salt Lake County",1,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22425,0,0,3574,12663,5346,2133,2668,4994,0,3574,12663,546,2133,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18884,-8746,782,1043
35,2024,49,"Utah","UT","Salt Lake County",1,1,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19029,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16245,-11342,443,885
36,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23815,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,640,2133,0,0,0,0,0,0,5511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19964,-7760,922,1107
37,2024,49,"Utah","UT","Salt Lake County",1,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22958,0,0,3574,12663,6434,2133,2668,4994,0,3574,12663,581,2133,0,0,0,0,0,0,5853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19298,-8367,836,1068
38,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26284,0,0,3574,12663,5685,2133,2668,4994,0,3574,12663,832,2133,0,0,0,0,0,0,4853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21881,-6035,1170,1222
39,2024,49,"Utah","UT","Salt Lake County",1,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23904,0,0,3574,12663,4854,2133,2668,4994,0,3574,12663,646,2133,0,0,0,0,0,0,4208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,-7697,930,1112
40,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21227,0,0,3574,12663,5072,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,0,0,4569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17953,-9634,663,987
41,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17739,0,0,3574,12663,5624,2133,2668,4994,0,1207,12663,503,2133,2367,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15243,-9977,314,825
42,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21426,0,0,3574,12663,5072,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,0,0,4569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18108,-9479,683,996
43,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19277,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16438,-11149,468,896
44,2024,49,"Utah","UT","Salt Lake County",1,1,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20231,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17179,-10408,563,941
45,2024,49,"Utah","UT","Salt Lake County",1,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22286,0,0,3574,12663,6434,2133,2668,4994,0,3574,12663,537,2133,0,0,0,0,0,0,5897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18776,-8845,769,1036
46,2024,49,"Utah","UT","Salt Lake County",1,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22081,0,0,3574,12663,6434,2133,2668,4994,0,3574,12663,525,2133,0,0,0,0,0,0,5909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18617,-8992,748,1027
47,2024,49,"Utah","UT","Salt Lake County",1,1,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14159,0,0,3574,12663,5624,2133,2668,4994,0,348,12663,503,2133,3226,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13076,-11285,0,0
48,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22291,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,538,2133,0,0,0,0,0,0,5613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18780,-8842,769,1037
49,2024,49,"Utah","UT","Salt Lake County",1,1,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19956,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16965,-10622,536,928
50,2024,49,"Utah","UT","Salt Lake County",1,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19761,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16814,-10773,516,919
51,2024,49,"Utah","UT","Salt Lake County",1,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11217,0,0,3574,12663,5624,2133,2668,4994,0,82,12663,503,2133,3492,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,564,0,564,0,0,0,0,0,0,10359,-13172,0,0
52,2024,49,"Utah","UT","Salt Lake County",1,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15212,0,0,3574,12663,5624,2133,2668,4994,0,601,12663,503,2133,2973,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13987,-10627,61,0
53,2024,49,"Utah","UT","Salt Lake County",1,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21870,0,0,3574,12663,6434,2133,2668,4994,0,3574,12663,512,2133,0,0,0,0,0,0,5922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18453,-9143,727,1017
54,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23262,0,0,3574,12663,5685,2133,2668,4994,0,3574,12663,601,2133,0,0,0,0,0,0,5084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19534,-8151,866,1082
55,2024,49,"Utah","UT","Salt Lake County",1,1,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22799,0,0,3574,12663,6551,2133,2668,4994,0,3574,12663,570,2133,0,0,0,0,0,0,5981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19175,-8479,820,1060
56,2024,49,"Utah","UT","Salt Lake County",1,1,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21716,0,0,3574,12663,3953,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,0,0,3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18333,-9254,712,1010
57,2024,49,"Utah","UT","Salt Lake County",1,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19433,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16559,-11028,483,904
58,2024,49,"Utah","UT","Salt Lake County",1,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21318,0,0,3574,12663,4854,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,0,0,4351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18024,-9563,672,991
59,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21104,0,0,3574,12663,5072,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,0,0,4569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17859,-9728,650,981
60,2024,49,"Utah","UT","Salt Lake County",1,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21953,0,0,3574,12663,4854,2133,2668,4994,0,3574,12663,517,2133,0,0,0,0,0,0,4337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18518,-9083,735,1021
61,2024,49,"Utah","UT","Salt Lake County",1,1,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22296,0,0,3574,12663,3953,2133,2668,4994,0,3574,12663,538,2133,0,0,0,0,0,0,3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18783,-8839,770,1037
62,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21677,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,0,0,5648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18303,-9284,708,1008
63,2024,49,"Utah","UT","Salt Lake County",1,1,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26633,0,0,3574,12663,3953,2133,2668,4994,0,3574,12663,862,2133,0,0,0,0,0,0,3091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22146,-5800,1212,1238
64,2024,49,"Utah","UT","Salt Lake County",1,1,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25040,0,0,3574,12663,6551,2133,2668,4994,0,3574,12663,731,2133,0,0,0,0,0,0,5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20916,-6899,1044,1164
65,2024,49,"Utah","UT","Salt Lake County",1,1,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22022,0,0,3574,12663,3953,2133,2668,4994,0,3574,12663,521,2133,0,0,0,0,0,0,3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18571,-9034,742,1024
66,2024,49,"Utah","UT","Salt Lake County",1,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23660,0,0,3574,12663,5346,2133,2668,4994,0,3574,12663,629,2133,0,0,0,0,0,0,4717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19844,-7869,906,1100
67,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10643,0,0,3574,12663,5624,2133,2668,4994,0,82,12663,503,2133,3492,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,608,0,608,0,0,0,0,0,0,9829,-13658,0,0
68,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20024,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17019,-10568,542,931
69,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16576,0,0,3574,12663,5624,2133,2668,4994,0,928,12663,503,2133,2646,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15110,-9831,198,0
70,2024,49,"Utah","UT","Salt Lake County",1,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26123,0,0,3574,12663,5346,2133,2668,4994,0,3574,12663,818,2133,0,0,0,0,0,0,4528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21758,-6144,1152,1215
71,2024,49,"Utah","UT","Salt Lake County",1,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21064,0,0,3574,12663,6434,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,0,0,5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17828,-9759,646,979
72,2024,49,"Utah","UT","Salt Lake County",1,1,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18305,0,0,3574,12663,5624,2133,2668,4994,0,1343,12663,503,2133,2231,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,-9672,370,851
73,2024,49,"Utah","UT","Salt Lake County",1,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22669,0,0,3574,12663,4854,2133,2668,4994,0,3574,12663,562,2133,0,0,0,0,0,0,4292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19074,-8572,807,1054
74,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28263,0,0,3574,12663,5685,2133,2668,4994,0,3574,12663,1010,2133,0,0,0,0,0,0,4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23379,-4715,1408,1314
75,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18726,0,0,3574,12663,5624,2133,2668,4994,0,1444,12663,503,2133,2130,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16009,-9448,413,871
76,2024,49,"Utah","UT","Salt Lake County",1,1,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19361,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16504,-11083,476,900
77,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18950,0,0,3574,12663,5624,2133,2668,4994,0,1498,12663,503,2133,2076,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16184,-9327,435,881
78,2024,49,"Utah","UT","Salt Lake County",1,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18711,0,0,3574,12663,5624,2133,2668,4994,0,1441,12663,503,2133,2133,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15999,-9455,411,870
79,2024,49,"Utah","UT","Salt Lake County",1,0,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24611,0,0,4901.43,NA,3530,NA,NA,3816,0,4901.43,NA,803,NA,0,0,0,0,0,2727,0,0,0,0,0,0,0,0,0,3911,782,4693,0,0,0,0,0,0,21403,NA,271,1054
