"value.ctc.state","value.ctc.fed","value.eitc.state","value.eitc.fed","tax.income.state","tax.income.fed","ruleYear","stateFIPS","stateName","stateAbbrev","countyortownName","famsize","numadults","numkids","agePerson1","agePerson2","agePerson3","agePerson4","agePerson5","agePerson6","agePerson7","agePerson8","agePerson9","agePerson10","agePerson11","agePerson12","empl_healthcare","income","assets.cash","exp.childcare","exp.food","exp.rentormortgage","exp.healthcare","exp.utilities","exp.misc","exp.transportation","netexp.childcare","netexp.food","netexp.rentormortgage","netexp.healthcare","netexp.utilities","value.snap","value.schoolmeals","value.section8","value.liheap","value.medicaid.adult","value.medicaid.child","value.aca","value.employerhealthcare","value.CCDF","value.HeadStart","value.PreK","value.cdctc.fed","value.cdctc.state","value.eitc","value.ctc","value.cdctc","value.ssdi","value.ssi","value.tanf","value.wic","AfterTaxIncome","NetResources"
0,0,0,504,0,0,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12000,0,0,3574,12663,5624,2133,2668,4994,0,82,12663,503,2133,3492,0,0,0,5121,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,11082,-12509
0,0,0,428,0,0,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13000,0,0,3574,12663,5624,2133,2668,4994,0,82,12663,503,2133,3492,0,0,0,5121,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,12006,-11661
0,0,0,351,0,0,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14000,0,0,3574,12663,5624,2133,2668,4994,0,310,12663,503,2133,3264,0,0,0,5121,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,12929,-11043
0,0,0,275,0,40,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15000,0,0,3574,12663,5624,2133,2668,4994,0,550,12663,503,2133,3024,0,0,0,5121,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,13812,-10476
0,0,0,198,0,140,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16000,0,0,3574,12663,5624,2133,2668,4994,0,790,12663,503,2133,2784,0,0,0,5121,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,14636,-9969
0,0,24,122,250,240,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17000,0,0,3574,12663,5624,2133,2668,4994,0,1030,12663,503,2133,2544,0,0,0,5121,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,15210,-9687
0,0,9,45,837,340,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18000,0,0,3574,12663,5624,2133,2668,4994,0,1270,12663,503,2133,2304,0,0,0,5121,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,15446,-9783
0,0,0,0,884,440,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19000,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16222,-11365
0,0,0,0,930,540,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20000,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,-10587
0,0,0,0,976,640,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,0,0,5648,0,0,0,0,0,0,0,0,0,0,0,0,0,17778,-9809
0,0,0,0,1023,740,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,520,2133,0,0,0,0,0,0,5631,0,0,0,0,0,0,0,0,0,0,0,0,0,18554,-9050
0,0,0,0,1070,840,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,584,2133,0,0,0,0,0,0,5567,0,0,0,0,0,0,0,0,0,0,0,0,0,19330,-8338
0,0,0,0,1116,940,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,653,2133,0,0,0,0,0,0,5498,0,0,0,0,0,0,0,0,0,0,0,0,0,20108,-7629
0,0,0,0,1162,1040,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,728,2133,0,0,0,0,0,0,5423,0,0,0,0,0,0,0,0,0,0,0,0,0,20886,-6926
0,0,0,0,1209,1140,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,808,2133,0,0,0,0,0,0,5343,0,0,0,0,0,0,0,0,0,0,0,0,0,21662,-6230
0,0,0,0,1256,1256,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,894,2133,0,0,0,0,0,0,5257,0,0,0,0,0,0,0,0,0,0,0,0,0,22422,-5556
0,0,0,0,1302,1376,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,985,2133,0,0,0,0,0,0,5166,0,0,0,0,0,0,0,0,0,0,0,0,0,23180,-4889
0,0,0,0,1348,1496,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,1082,2133,0,0,0,0,0,0,5069,0,0,0,0,0,0,0,0,0,0,0,0,0,23938,-4228
0,0,0,0,1395,1616,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,1184,2133,0,0,0,0,0,0,4967,0,0,0,0,0,0,0,0,0,0,0,0,0,24694,-3574
0,0,0,0,1442,1736,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,1292,2133,0,0,0,0,0,0,4859,0,0,0,0,0,0,0,0,0,0,0,0,0,25450,-2926
0,0,0,0,1488,1856,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,1405,2133,0,0,0,0,0,0,4746,0,0,0,0,0,0,0,0,0,0,0,0,0,26208,-2281
0,0,0,0,1534,1976,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,33000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,1524,2133,0,0,0,0,0,0,4627,0,0,0,0,0,0,0,0,0,0,0,0,0,26966,-1642
0,0,0,0,1581,2096,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,1648,2133,0,0,0,0,0,0,4503,0,0,0,0,0,0,0,0,0,0,0,0,0,27722,-1010
0,0,0,0,1628,2216,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,1778,2133,0,0,0,0,0,0,4373,0,0,0,0,0,0,0,0,0,0,0,0,0,28478,-384
0,0,0,0,1674,2336,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,1913,2133,0,0,0,0,0,0,4238,0,0,0,0,0,0,0,0,0,0,0,0,0,29236,239
0,0,0,0,1720,2456,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,2054,2133,0,0,0,0,0,0,4097,0,0,0,0,0,0,0,0,0,0,0,0,0,29994,856
0,0,0,0,1767,2576,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,2200,2133,0,0,0,0,0,0,3951,0,0,0,0,0,0,0,0,0,0,0,0,0,30750,1466
0,0,0,0,1814,2696,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,2351,2133,0,0,0,0,0,0,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,31506,2071
0,0,0,0,1860,2816,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,2509,2133,0,0,0,0,0,0,3642,0,0,0,0,0,0,0,0,0,0,0,0,0,32264,2671
0,0,0,0,1906,2936,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,41000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,2671,2133,0,0,0,0,0,0,3480,0,0,0,0,0,0,0,0,0,0,0,0,0,33022,3267
0,0,0,0,1953,3056,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,42000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,2839,2133,0,0,0,0,0,0,3312,0,0,0,0,0,0,0,0,0,0,0,0,0,33778,3855
0,0,0,0,2000,3176,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,3013,2133,0,0,0,0,0,0,3138,0,0,0,0,0,0,0,0,0,0,0,0,0,34534,4437
0,0,0,0,2046,3296,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,3174,2133,0,0,0,0,0,0,2977,0,0,0,0,0,0,0,0,0,0,0,0,0,35292,5034
0,0,0,0,2092,3416,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,45000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,3311,2133,0,0,0,0,0,0,2840,0,0,0,0,0,0,0,0,0,0,0,0,0,36050,5655
0,0,0,0,2139,3536,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,46000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,3453,2133,0,0,0,0,0,0,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,36806,6269
0,0,0,0,2186,3656,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,47000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,3597,2133,0,0,0,0,0,0,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,37562,6881
0,0,0,0,2232,3776,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,48000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,3746,2133,0,0,0,0,0,0,2405,0,0,0,0,0,0,0,0,0,0,0,0,0,38320,7490
0,0,0,0,2278,3896,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,49000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,3897,2133,0,0,0,0,0,0,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,39078,8097
0,0,0,0,2325,4016,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,4052,2133,0,0,0,0,0,0,2099,0,0,0,0,0,0,0,0,0,0,0,0,0,39834,8698
0,0,0,0,2372,4136,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,51000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,4211,2133,0,0,0,0,0,0,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,40590,9295
0,0,0,0,2418,4256,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,52000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,4372,2133,0,0,0,0,0,0,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,41348,9892
0,0,0,0,2464,4376,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,4538,2133,0,0,0,0,0,0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,42106,10484
0,0,0,0,2511,4496,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,4707,2133,0,0,0,0,0,0,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,42862,11071
0,0,0,0,2558,4616,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,4879,2133,0,0,0,0,0,0,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,43618,11655
0,0,0,0,2604,4736,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,5054,2133,0,0,0,0,0,0,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,44376,12238
0,0,0,0,2650,4856,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,5233,2133,0,0,0,0,0,0,918,0,0,0,0,0,0,0,0,0,0,0,0,0,45134,12817
0,0,0,0,2697,4976,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,58000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,5416,2133,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0,0,0,45890,13390
0,0,0,0,2744,5096,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,59000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,5518,2133,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,46646,14044
0,0,0,0,2790,5216,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,5603,2133,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,47404,14717
0,0,0,0,2836,5336,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,61000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,5688,2133,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,48162,15390
0,0,0,0,2883,5481,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,5773,2133,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,48893,16036
0,0,0,0,2930,5701,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,5858,2133,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,49549,16607
0,0,0,0,2976,5921,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,5943,2133,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,50207,17180
0,0,0,0,3022,6141,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,65000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6028,2133,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,50865,17753
0,0,0,0,3069,6361,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6113,2133,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,51521,18324
0,0,0,0,3116,6581,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,67000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52177,18942
0,0,0,0,3162,6801,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,68000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52835,19600
0,0,0,0,3208,7021,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,69000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53493,20258
0,0,0,0,3255,7241,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54149,20914
0,0,0,0,3302,7461,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,71000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54805,21570
0,0,0,0,3348,7681,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,72000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55463,22228
0,0,0,0,3394,7901,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,73000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56121,22886
0,0,0,0,3441,8121,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,74000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56777,23542
0,0,0,0,3488,8341,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,75000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57433,24198
0,0,0,0,3534,8561,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,76000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58091,24856
0,0,0,0,3580,8781,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,77000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58749,25514
0,0,0,0,3627,9001,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,78000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59405,26170
0,0,0,0,3674,9221,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,79000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60061,26826
